,BALANCE_FREQUENCY,ONEOFF_PURCHASES,INSTALLMENTS_PURCHASES,PURCHASES_FREQUENCY,ONEOFF_PURCHASES_FREQUENCY,PURCHASES_INSTALLMENTS_FREQUENCY,CASH_ADVANCE_FREQUENCY,CASH_ADVANCE_TRX,PURCHASES_TRX,PRC_FULL_PAYMENT,MONTHLY_AVG_PURCHASE,MONTHLY_AVG_CASH_ADVANCE,LIMIT_USAGE,PAYMENT_MINPAYMENT,PURCHASE_TYPE_NONE,PURCHASE_TYPE_ONEOFF_INSTALLMENT,PURCHASE_TYPE_ONE_OFF
4332,0.33,0.0,0.0,0.0,0.0,0.0,0.11,1,0.0,0.0,0.0,29.48,0.0,137.18110000000036,1,0,0
4333,1.0,1787.77,488.64,0.83,0.5,0.67,0.33,6,39.0,0.0,189.7,52.4,0.49,5.48,0,1,0
4334,1.0,0.0,616.0,1.0,0.0,0.88,0.0,0,8.0,0.83,77.0,0.0,0.08,3.89,0,0,0
4335,0.55,299.84,0.0,0.42,0.42,0.0,0.0,0,6.0,0.8,24.99,0.0,0.01,4.97,0,0,1
4336,1.0,445.18,0.0,1.0,1.0,0.0,0.0,0,11.0,0.0,40.47,0.0,0.99,0.87,0,0,1
4337,1.0,0.0,0.0,0.0,0.0,0.0,0.17,4,0.0,0.0,0.0,48.08,0.27,0.95,1,0,0
4338,0.7,91.46,0.0,0.2,0.2,0.0,0.0,0,2.0,0.0,9.15,0.0,0.01,1.68,0,0,1
4339,1.0,1043.25,410.91,1.0,0.75,1.0,0.0,0,44.0,0.0,121.18,0.0,0.19,8.76,0,1,0
4340,1.0,0.0,411.2,0.67,0.0,0.58,0.17,5,8.0,0.0,34.27,245.26,0.92,0.66,0,0,0
4341,0.55,0.0,241.0,0.67,0.0,0.67,0.0,0,11.0,0.0,20.08,0.0,0.03,3.95,0,0,0
4342,0.55,970.57,0.0,0.5,0.5,0.0,0.0,0,7.0,0.75,80.88,0.0,0.01,9.0,0,0,1
4343,1.0,900.0,800.0,0.67,0.08,0.67,0.0,0,10.0,0.0,141.67,0.0,0.15,3.52,0,1,0
4344,0.64,249.0,785.4,0.5,0.17,0.42,0.0,0,11.0,0.0,86.2,0.0,0.31,10.92,0,1,0
4345,0.73,264.02,0.0,0.25,0.25,0.0,0.0,0,4.0,0.11,22.0,0.0,0.0,4.97,0,0,1
4346,1.0,96.0,95.98,0.25,0.08,0.25,0.0,0,4.0,0.0,16.0,0.0,0.87,1.54,0,1,0
4347,1.0,0.0,0.0,0.0,0.0,0.0,0.08,1,0.0,0.1,0.0,82.11,0.08,8.54,1,0,0
4348,0.89,813.0,1846.35,0.89,0.22,0.78,0.33,29,38.0,0.0,295.48,539.04,0.88,0.5,0,1,0
4349,1.0,1300.48,449.24,0.75,0.33,0.5,0.25,8,24.0,0.08,145.81,311.55,0.33,8.82,0,1,0
4350,1.0,119.12,1380.0,0.83,0.08,0.67,0.17,4,10.0,0.0,124.93,192.71,0.95,0.76,0,1,0
4351,1.0,0.0,0.0,0.0,0.0,0.0,0.5,15,0.0,0.0,0.0,216.62,0.6,5.37,1,0,0
4352,1.0,0.0,289.9,0.33,0.0,0.25,0.0,0,4.0,0.0,24.16,0.0,0.01,3.41,0,0,0
4353,1.0,67.86,1225.18,1.0,0.17,1.0,0.0,0,20.0,0.7,107.75,0.0,0.01,9.65,0,1,0
4354,1.0,0.0,367.44,0.92,0.0,0.83,0.0,0,13.0,0.8,30.62,0.0,0.01,2.39,0,0,0
4355,1.0,0.0,332.74,0.55,0.0,0.45,0.0,0,10.0,0.0,30.25,0.0,0.13,2.3,0,0,0
4356,1.0,1326.0,648.04,1.0,1.0,1.0,0.5,14,40.0,0.0,164.5,359.21,0.61,0.99,0,1,0
4357,1.0,0.0,0.0,0.0,0.0,0.0,0.17,6,0.0,0.0,0.0,93.04,0.38,0.77,1,0,0
4358,0.09,0.0,232.2,1.0,0.0,1.0,0.0,0,12.0,0.0,19.35,0.0,0.0,137.18110000000036,0,0,0
4359,1.0,0.0,0.0,0.0,0.0,0.0,0.33,8,0.0,0.0,0.0,126.93,0.7,4.82,1,0,0
4360,1.0,0.0,2216.6,0.83,0.0,0.75,0.08,1,34.0,0.0,184.72,112.8,0.82,0.57,0,0,0
4361,1.0,0.0,0.0,0.0,0.0,0.0,0.17,4,0.0,0.0,0.0,95.71,0.44,0.4,1,0,0
4362,1.0,0.0,0.0,0.0,0.0,0.0,0.08,1,0.0,0.0,0.0,9.02,0.91,1.4,1,0,0
4363,1.0,0.0,0.0,0.0,0.0,0.0,0.42,10,0.0,0.0,0.0,186.53,0.23,1.16,1,0,0
4364,0.82,1398.57,1557.63,0.75,0.33,0.67,0.0,0,17.0,0.38,246.35,0.0,0.06,15.69,0,1,0
4365,1.0,0.0,20.0,0.33,0.0,0.33,0.0,0,4.0,0.0,1.67,0.0,0.27,3.84,0,0,0
4366,1.0,561.9,654.68,0.67,0.17,0.67,0.0,0,12.0,0.0,101.38,0.0,0.36,1.9,0,1,0
4367,1.0,0.0,473.64,1.0,0.0,0.92,0.08,1,12.0,0.0,39.47,79.71,0.92,0.9,0,0,0
4368,1.0,0.0,0.0,0.0,0.0,0.0,0.5,13,0.0,0.08,0.0,472.74,0.62,5.49,1,0,0
4369,0.91,0.0,1326.75,1.0,0.0,1.0,0.0,0,30.0,0.82,110.56,0.0,0.04,8.44,0,0,0
4370,1.0,101.85,971.65,1.0,0.17,1.0,0.33,9,46.0,0.0,89.46,27.36,0.25,3.81,0,1,0
4371,1.0,3249.14,687.37,1.0,0.67,0.92,0.17,2,57.0,0.0,328.04,43.13,0.33,2.69,0,1,0
4372,1.0,0.0,0.0,0.0,0.0,0.0,0.17,3,0.0,0.0,0.0,15.27,0.94,0.41,1,0,0
4373,1.0,0.0,341.48,1.0,0.0,1.0,0.0,0,15.0,0.92,28.46,0.0,0.01,2.13,0,0,0
4374,0.55,2351.58,0.0,0.25,0.25,0.0,0.0,0,7.0,1.0,195.96,0.0,0.05,22.82,0,0,1
4375,1.0,651.0,574.0,1.0,0.58,1.0,0.0,0,24.0,0.0,102.08,0.0,0.86,0.99,0,1,0
4376,1.0,0.0,3886.2405000000003,1.0,0.0,1.0,0.0,0,44.0,0.0,644.96,0.0,1.06,0.04,0,0,0
4377,0.91,0.0,0.0,0.0,0.0,0.0,0.25,3,0.0,0.0,0.0,177.75,0.41,1.5,1,0,0
4378,1.0,2324.38,152.52,1.0,1.0,0.92,0.0,0,39.0,0.08,206.41,0.0,0.09,7.34,0,1,0
4379,1.0,815.15,1384.5,0.92,0.08,0.83,0.0,0,13.0,0.2,183.3,0.0,0.06,10.64,0,1,0
4380,0.56,0.0,0.0,0.0,0.0,0.0,0.22,2,0.0,0.33,0.0,766.44,0.06,39.92,1,0,0
4381,1.0,0.0,421.2,1.0,0.0,1.0,0.0,0,12.0,1.0,35.1,0.0,0.02,2.31,0,0,0
4382,1.0,3247.26,601.66,0.92,0.58,0.67,0.25,27,70.0,0.0,320.74,698.61,0.43,1.16,0,1,0
4383,1.0,197.05,782.06,1.0,0.17,1.0,0.17,2,31.0,0.0,81.59,67.45,0.77,0.83,0,1,0
4384,1.0,0.0,0.0,0.0,0.0,0.0,0.08,1,0.0,0.0,0.0,12.89,0.89,0.7,1,0,0
4385,1.0,0.0,31.23,0.25,0.0,0.25,0.17,2,3.0,0.2,2.6,158.05,0.01,49.26,0,0,0
4386,1.0,0.0,855.99,1.0,0.0,0.7,0.0,0,12.0,1.0,85.6,0.0,0.02,6.66,0,0,0
4387,1.0,1165.0,1399.08,1.0,0.58,1.0,0.0,0,57.0,0.0,213.67,0.0,0.24,2.17,0,1,0
4388,1.0,335.0,116.9,0.25,0.08,0.17,0.0,0,6.0,0.0,37.66,0.0,0.64,1.18,0,1,0
4389,1.0,2825.56,1556.3,1.0,1.0,0.67,0.08,1,50.0,0.0,365.16,79.27,0.73,2.0,0,1,0
4390,1.0,79.0,0.0,0.08,0.08,0.0,0.0,0,1.0,0.0,6.58,0.0,0.62,1.67,0,0,1
4391,0.27,305.79,0.0,0.09,0.09,0.0,0.0,0,1.0,0.0,27.8,0.0,0.02,13.65,0,0,1
4392,1.0,397.0,789.09,0.92,0.17,0.83,0.33,8,30.0,0.0,98.84,42.83,1.0,1.93,0,1,0
4393,1.0,841.59,1005.98,0.58,0.25,0.5,0.0,0,35.0,0.0,153.96,0.0,0.56,2.64,0,1,0
4394,1.0,487.27,259.04,0.67,0.25,0.42,0.42,12,14.0,0.0,62.19,127.99,0.45,4.47,0,1,0
4395,0.45,0.0,530.0,0.92,0.0,0.92,0.0,0,12.0,0.0,44.17,0.0,0.01,10.97,0,0,0
4396,1.0,1240.04,0.0,0.75,0.75,0.0,0.33,4,20.0,0.0,103.34,306.77,0.96,1.0,0,0,1
4397,1.0,697.94,1133.63,1.0,0.58,1.0,0.08,1,61.0,0.0,152.63,159.14,0.18,1.31,0,1,0
4398,1.0,49.89,0.0,0.2,0.2,0.0,0.3,3,2.0,0.0,4.99,5.97,0.95,1.05,0,0,1
4399,0.73,326.64,0.0,0.17,0.17,0.0,0.0,0,2.0,0.0,27.22,0.0,0.67,5.83,0,0,1
4400,1.0,0.0,0.0,0.0,0.0,0.0,0.4,4,0.0,0.0,0.0,23.32,0.98,1.02,1,0,0
4401,0.09,0.0,18.77,0.08,0.0,0.08,0.0,0,1.0,0.0,1.56,0.0,0.0,0.0,0,0,0
4402,1.0,0.0,0.0,0.0,0.0,0.0,0.08,1,0.0,0.0,0.0,22.98,0.79,0.96,1,0,0
4403,1.0,1432.86,786.67,1.0,0.92,1.0,0.0,0,43.0,0.33,184.96,0.0,0.06,11.31,0,1,0
4404,1.0,0.0,0.0,0.0,0.0,0.0,0.08,1,0.0,0.0,0.0,4.08,0.9,1.35,1,0,0
4405,0.18,99.0,0.0,0.08,0.08,0.0,0.0,0,1.0,0.0,8.25,0.0,0.01,7.07,0,0,1
4406,1.0,1517.85,0.0,0.27,0.27,0.0,0.18,2,6.0,0.0,137.99,16.83,0.84,1.07,0,0,1
4407,0.88,0.0,245.85,0.88,0.0,0.75,0.0,0,16.0,0.25,30.73,0.0,0.01,3.18,0,0,0
4408,1.0,71.8,0.0,0.08,0.08,0.0,0.0,0,1.0,0.0,5.98,0.0,0.39,0.73,0,0,1
4409,1.0,3669.72,0.0,1.0,1.0,0.0,0.0,0,26.0,1.0,305.81,0.0,0.02,16.12,0,0,1
4410,1.0,0.0,0.0,0.0,0.0,0.0,0.25,3,0.0,0.0,0.0,36.27,0.44,2.29,1,0,0
4411,1.0,324.3,0.0,0.08,0.08,0.0,0.67,16,2.0,0.17,27.02,330.49,0.63,6.12,0,0,1
4412,1.0,0.0,0.0,0.0,0.0,0.0,0.08,1,0.0,0.0,0.0,23.14,0.65,1.94,1,0,0
4413,0.36,0.0,0.0,0.0,0.0,0.0,0.25,8,0.0,0.25,0.0,279.85,0.1,30.89,1,0,0
4414,0.18,0.0,0.0,0.0,0.0,0.0,0.08,1,0.0,1.0,0.0,114.11,0.01,137.18110000000036,1,0,0
4415,1.0,765.8,81.86,1.0,1.0,0.58,0.08,1,20.0,0.0,70.64,100.1,0.37,4.56,0,1,0
4416,0.45,0.0,133.16,0.33,0.0,0.25,0.0,0,4.0,0.5,11.1,0.0,0.0,1.89,0,0,0
4417,1.0,285.69,0.0,0.25,0.25,0.0,0.25,4,3.0,0.0,23.81,38.65,0.49,0.92,0,0,1
4418,1.0,94.0,0.0,0.08,0.08,0.0,0.08,1,1.0,0.0,7.83,19.55,0.89,1.18,0,0,1
4419,1.0,0.0,0.0,0.0,0.0,0.0,0.67,22,0.0,0.0,0.0,592.26,0.71,0.92,1,0,0
4420,0.82,330.25,0.0,0.25,0.25,0.0,0.0,0,5.0,0.0,27.52,0.0,0.02,3.77,0,0,1
4421,1.0,308.26,48.36,0.33,0.25,0.17,0.0,0,6.0,0.0,29.72,0.0,0.93,0.97,0,1,0
4422,1.0,1062.44,925.32,1.0,0.5,0.92,0.0,0,36.0,0.0,165.65,0.0,0.22,2.46,0,1,0
4423,1.0,0.0,0.0,0.0,0.0,0.0,0.25,3,0.0,0.0,0.0,65.65,0.04,3.19,1,0,0
4424,1.0,0.0,657.05,1.0,0.0,1.0,0.0,0,17.0,0.0,54.75,0.0,0.95,0.98,0,0,0
4425,1.0,0.0,83.45,0.25,0.0,0.25,0.17,2,3.0,0.0,6.95,94.67,0.52,0.52,0,0,0
4426,1.0,0.0,0.0,0.0,0.0,0.0,0.83,27,0.0,0.0,0.0,885.86,0.97,3.34,1,0,0
4427,0.82,402.79,592.83,1.0,1.0,0.67,0.0,0,30.0,0.5,82.97,0.0,0.01,5.76,0,1,0
4428,1.0,2457.47,3886.2405000000003,1.0,0.83,1.0,0.0,0,110.0,0.75,603.75,0.0,0.11,31.18,0,1,0
4429,1.0,0.0,0.0,0.0,0.0,0.0,0.17,2,0.0,0.0,0.0,17.02,0.81,1.0,1,0,0
4430,0.82,0.0,1200.0,0.5,0.0,0.42,0.0,0,12.0,0.71,100.0,0.0,0.02,12.79,0,0,0
4431,1.0,0.0,0.0,0.0,0.0,0.0,0.08,1,0.0,0.0,0.0,79.17,0.04,4.48,1,0,0
4432,1.0,0.0,757.8,0.75,0.0,0.67,0.0,0,18.0,0.0,63.15,0.0,0.06,2.07,0,0,0
4433,0.55,158.2,0.0,0.08,0.08,0.0,0.08,1,1.0,0.09,13.18,116.85,0.29,11.77,0,0,1
4434,1.0,480.0,256.24,1.0,0.17,0.92,0.0,0,20.0,0.08,61.35,0.0,0.24,4.37,0,1,0
4435,0.82,68.0,0.0,0.08,0.08,0.0,0.0,0,1.0,0.0,5.67,0.0,0.51,5.42,0,0,1
4436,1.0,1900.63,0.0,0.75,0.75,0.0,0.0,0,29.0,0.0,158.39,0.0,0.64,0.86,0,0,1
4437,1.0,540.65,717.12,0.91,0.91,0.64,0.64,21,25.0,0.09,114.34,754.14,0.75,8.27,0,1,0
4438,1.0,0.0,489.24,0.75,0.0,0.75,0.42,9,11.0,0.17,40.77,84.21,0.31,7.99,0,0,0
4439,1.0,0.0,0.0,0.0,0.0,0.0,0.17,2,0.0,0.0,0.0,95.31,0.46,1.09,1,0,0
4440,1.0,1972.22,861.81,1.0,0.5,1.0,0.0,0,54.0,0.0,236.17,0.0,0.23,4.42,0,1,0
4441,1.0,709.01,0.0,1.0,1.0,0.0,0.0,0,12.0,0.92,59.08,0.0,0.03,4.21,0,0,1
4442,0.88,56.0,0.0,0.12,0.12,0.0,0.5,10,1.0,0.0,7.0,510.78,0.81,0.91,0,0,1
4443,0.82,328.7,0.0,0.33,0.33,0.0,0.0,0,4.0,0.0,27.39,0.0,0.33,4.55,0,0,1
4444,1.0,425.62,310.64,0.83,0.17,0.58,0.42,6,11.0,0.0,61.36,260.01,0.27,10.79,0,1,0
4445,1.0,139.19,122.7,0.42,0.08,0.33,0.0,0,7.0,0.0,21.82,0.0,0.99,0.26,0,1,0
4446,1.0,530.0,1585.76,1.0,0.5,1.0,0.0,0,52.0,1.0,176.31,0.0,0.05,11.34,0,1,0
4447,1.0,0.0,71.38,0.42,0.0,0.42,0.0,0,5.0,0.0,5.95,0.0,0.6,0.85,0,0,0
4448,0.82,0.0,374.4,1.0,0.0,1.0,0.0,0,12.0,0.09,31.2,0.0,0.01,137.18110000000036,0,0,0
4449,1.0,0.0,0.0,0.0,0.0,0.0,0.17,2,0.0,0.0,0.0,30.85,0.92,0.89,1,0,0
4450,1.0,1170.48,0.0,0.42,0.42,0.0,0.25,4,5.0,0.08,97.54,76.67,0.25,4.36,0,0,1
4451,0.64,150.0,711.9,0.5,0.08,0.42,0.0,0,7.0,1.0,71.82,0.0,0.01,9.66,0,1,0
4452,0.82,0.0,0.0,0.0,0.0,0.0,0.17,2,0.0,0.0,0.0,90.6,0.27,1.31,1,0,0
4453,1.0,0.0,0.0,0.0,0.0,0.0,0.25,3,0.0,0.0,0.0,12.13,0.89,0.75,1,0,0
4454,1.0,0.01,0.0,0.08,0.08,0.0,0.17,5,1.0,0.0,0.0,495.18,0.45,0.54,0,0,1
4455,0.56,0.0,0.0,0.0,0.0,0.0,0.11,2,0.0,0.0,0.0,323.86,0.41,1.22,1,0,0
4456,1.0,898.14,3287.8,1.0,0.67,1.0,0.0,0,90.0,0.91,348.83,0.0,0.05,21.86,0,1,0
4457,1.0,2473.8,1208.31,1.0,1.0,1.0,0.0,0,76.0,0.83,306.84,0.0,0.04,14.92,0,1,0
4458,1.0,2000.0,0.0,0.11,0.11,0.0,0.0,0,1.0,0.0,222.22,0.0,0.86,1.29,0,0,1
4459,1.0,0.0,0.0,0.0,0.0,0.0,0.33,7,0.0,0.08,0.0,57.48,0.37,7.09,1,0,0
4460,0.82,1045.84,0.0,0.33,0.33,0.0,0.0,0,7.0,0.12,87.15,0.0,0.09,3.09,0,0,1
4461,0.83,0.0,0.0,0.0,0.0,0.0,0.83,11,0.0,0.0,0.0,531.6,0.18,1.52,1,0,0
4462,1.0,0.0,900.87,1.0,0.0,1.0,0.0,0,116.51000000000022,0.0,75.07,0.0,0.9,0.0,0,0,0
4463,0.64,30.0,1879.13,0.92,0.08,0.83,0.0,0,12.0,0.0,159.09,0.0,0.01,86.84,0,1,0
4464,1.0,1250.3,964.34,1.0,0.67,1.0,0.0,0,34.0,0.0,184.55,0.0,0.41,1.54,0,1,0
4465,1.0,1832.92,0.0,0.5,0.5,0.0,0.0,0,14.0,0.0,152.74,0.0,0.1,6.17,0,0,1
4466,1.0,1799.03,0.0,0.83,0.83,0.0,0.0,0,14.0,0.0,149.92,0.0,0.06,8.21,0,0,1
4467,1.0,277.95,117.0,0.92,0.25,0.75,0.0,0,33.0,0.0,32.91,0.0,0.05,1.94,0,1,0
4468,0.86,165.5,0.0,0.29,0.29,0.0,0.14,1,5.0,0.0,23.64,165.34,0.75,0.78,0,0,1
4469,0.86,69.0,251.01,0.86,0.14,0.71,0.14,3,7.0,0.0,45.72,150.93,0.77,0.29,0,1,0
4470,1.0,169.2,952.66,0.67,0.08,0.58,0.33,5,11.0,0.42,93.49,97.68,0.11,16.93,0,1,0
4471,0.64,0.0,231.25,0.67,0.0,0.58,0.0,0,14.0,0.09,19.27,0.0,0.01,2.2,0,0,0
4472,1.0,0.0,623.19,1.0,0.0,0.92,0.08,1,26.0,0.0,51.93,34.04,0.65,0.83,0,0,0
4473,1.0,0.0,532.93,1.0,0.0,1.0,0.0,0,23.0,0.8,44.41,0.0,0.01,4.58,0,0,0
4474,1.0,188.6,0.0,0.08,0.08,0.0,0.33,4,1.0,0.0,15.72,161.2,0.58,0.98,0,0,1
4475,1.0,0.0,718.44,1.0,0.0,1.0,0.0,0,14.0,0.33,59.87,0.0,0.04,5.08,0,0,0
4476,1.0,1545.23,472.9,0.75,0.25,0.67,0.0,0,26.0,0.0,168.18,0.0,0.39,3.89,0,1,0
4477,1.0,0.0,0.0,0.0,0.0,0.0,0.25,7,0.0,0.0,0.0,264.93,0.98,0.44,1,0,0
4478,1.0,227.44,0.0,1.0,1.0,0.0,0.0,0,12.0,0.0,18.95,0.0,0.06,1.65,0,0,1
4479,1.0,0.0,0.0,0.0,0.0,0.0,0.17,2,0.0,0.0,0.0,112.73,0.47,1.08,1,0,0
4480,1.0,580.44,545.88,1.0,1.0,1.0,0.0,0,49.0,0.5,93.86,0.0,0.01,6.4,0,1,0
4481,1.0,0.0,740.75,1.0,0.0,1.0,0.17,2,13.0,0.0,61.73,186.54,0.71,1.13,0,0,0
4482,1.0,521.14,399.98,0.75,0.5,0.5,0.0,0,14.0,0.0,76.76,0.0,0.53,1.31,0,1,0
4483,0.91,0.0,239.71,0.45,0.0,0.45,0.0,0,5.0,0.09,21.79,0.0,0.09,2.74,0,0,0
4484,1.0,0.0,0.0,0.0,0.0,0.0,0.08,3,0.0,0.0,0.0,19.51,0.84,1.06,1,0,0
4485,1.0,0.0,0.0,0.0,0.0,0.0,0.67,16,0.0,0.0,0.0,123.14,0.35,1.04,1,0,0
4486,1.0,113.31,405.0,1.0,0.33,1.0,0.25,5,29.0,0.0,43.19,39.34,1.04,1.16,0,1,0
4487,1.0,200.0,233.31,1.0,0.14,0.86,0.43,5,8.0,0.0,61.9,109.55,0.79,0.84,0,1,0
4488,1.0,762.5,544.68,0.92,0.33,0.67,0.0,0,20.0,0.0,108.93,0.0,0.26,4.01,0,1,0
4489,1.0,0.0,0.0,0.0,0.0,0.0,0.75,24,0.0,0.0,0.0,550.42,0.97,0.82,1,0,0
4490,1.0,479.0,419.43,0.5,0.08,0.42,0.33,6,22.0,0.0,74.87,174.51,0.84,0.96,0,1,0
4491,1.0,0.0,80.44,0.33,0.0,0.33,0.0,0,4.0,0.08,6.7,0.0,0.0,1.69,0,0,0
4492,1.0,0.0,0.0,0.0,0.0,0.0,0.08,1,0.0,0.08,0.0,15.99,0.04,3.36,1,0,0
4493,1.0,0.0,159.96,0.25,0.0,0.25,0.42,10,8.0,0.0,13.33,50.13,0.37,0.68,0,0,0
4494,1.0,0.0,0.0,0.0,0.0,0.0,0.08,2,0.0,0.0,0.0,8.32,0.93,0.56,1,0,0
4495,0.91,149.93,343.39,0.75,0.17,0.5,0.0,0,14.0,0.75,41.11,0.0,0.01,3.06,0,1,0
4496,1.0,0.0,0.0,0.0,0.0,0.0,0.17,2,0.0,0.0,0.0,75.55,0.77,0.6,1,0,0
4497,1.0,0.0,655.68,1.0,0.0,1.0,0.0,0,0.0,0.33,54.64,0.0,0.07,4.42,0,0,0
4498,0.91,0.0,0.0,0.0,0.0,0.0,0.42,7,0.0,0.0,0.0,113.85,0.47,0.76,1,0,0
4499,1.0,505.48,0.0,0.33,0.33,0.0,0.0,0,6.0,0.0,42.12,0.0,0.3,0.62,0,0,1
4500,0.73,0.0,43.3,0.08,0.0,0.08,0.0,0,1.0,0.0,3.61,0.0,0.01,2.54,0,0,0
4501,1.0,952.51,2003.4,1.0,1.0,0.83,0.0,0,62.0,0.25,246.33,0.0,0.07,11.73,0,1,0
4502,1.0,153.95,0.0,0.33,0.33,0.0,0.0,0,5.0,0.0,12.83,0.0,0.18,5.22,0,0,1
4503,0.17,69.9,203.0,0.83,0.17,0.5,0.0,0,5.0,1.0,45.48,0.0,0.0,3.85,0,1,0
4504,1.0,831.89,0.0,0.17,0.17,0.0,0.17,2,7.0,0.0,69.32,41.25,0.95,0.83,0,0,1
4505,1.0,6075.62,1390.29,1.0,0.83,0.67,0.0,0,57.0,0.0,622.16,0.0,0.54,1.09,0,1,0
4506,1.0,0.0,0.0,0.0,0.0,0.0,0.25,9,0.0,0.0,0.0,298.37,0.86,0.76,1,0,0
4507,1.0,2372.98,0.0,0.17,0.17,0.0,0.08,1,5.0,0.0,197.75,122.09,0.61,0.75,0,0,1
4508,0.82,5742.61,458.1,0.67,0.67,0.42,0.08,1,49.0,0.14,516.73,23.62,0.13,29.19,0,1,0
4509,1.0,0.0,0.0,0.0,0.0,0.0,0.6,11,0.0,0.0,0.0,896.2334000000003,0.75,1.05,1,0,0
4510,1.0,124.72,1420.31,1.0,0.08,1.0,0.33,5,41.0,0.25,128.75,24.14,0.04,6.3,0,1,0
4511,0.73,350.0,0.0,0.08,0.08,0.0,0.0,0,1.0,0.14,29.17,0.0,0.06,4.72,0,0,1
4512,1.0,0.0,709.98,1.0,0.0,0.92,0.0,0,12.0,0.17,59.16,0.0,0.09,4.31,0,0,0
4513,1.0,0.0,0.0,0.0,0.0,0.0,0.33,5,0.0,0.0,0.0,9.91,0.96,0.83,1,0,0
4514,1.0,188.56,176.7,0.5,0.08,0.42,0.67,25,9.0,0.0,30.44,394.86,0.94,0.68,0,1,0
4515,1.0,3091.01,3886.2405000000003,1.0,1.0,1.0,0.83,29,116.51000000000022,0.17,758.6519000000003,896.2334000000003,0.5,12.44,0,1,0
4516,0.64,1174.39,380.0,0.64,0.45,0.18,0.0,0,9.0,0.5,141.31,0.0,0.02,7.2,0,1,0
4517,1.0,572.76,2152.0,1.0,1.0,1.0,0.0,0,70.0,0.0,227.06,0.0,0.04,13.63,0,1,0
4518,1.0,2102.46,487.81,0.92,0.92,0.42,0.0,0,49.0,0.09,215.86,0.0,0.15,10.54,0,1,0
4519,0.91,1242.0,850.0,0.75,0.33,0.5,0.0,0,15.0,0.0,174.33,0.0,0.25,10.51,0,1,0
4520,1.0,208.41,0.0,0.08,0.08,0.0,0.33,6,1.0,0.0,17.37,136.16,0.18,4.57,0,0,1
4521,0.36,27.99,0.0,0.08,0.08,0.0,0.0,0,1.0,0.5,2.33,0.0,0.0,3.34,0,0,1
4522,1.0,0.0,178.4,1.0,0.0,1.0,0.0,0,12.0,0.0,14.87,0.0,0.02,0.78,0,0,0
4523,0.09,0.0,132.0,0.33,0.0,0.33,0.0,0,4.0,0.0,11.0,0.0,0.0,54.55,0,0,0
4524,1.0,0.0,0.0,0.0,0.0,0.0,0.08,1,0.0,0.0,0.0,193.25,0.85,1.08,1,0,0
4525,0.73,0.0,145.85,0.58,0.0,0.58,0.0,0,7.0,0.12,12.15,0.0,0.03,2.02,0,0,0
4526,1.0,0.0,0.0,0.0,0.0,0.0,0.17,5,0.0,0.0,0.0,22.97,1.02,0.78,1,0,0
4527,1.0,0.0,56.38,0.42,0.0,0.42,0.0,0,5.0,0.0,4.7,0.0,0.77,0.94,0,0,0
4528,1.0,0.0,0.0,0.0,0.0,0.0,0.08,1,0.0,0.08,0.0,21.24,0.51,2.33,1,0,0
4529,0.73,354.0,0.0,0.08,0.08,0.0,0.0,0,1.0,0.14,29.5,0.0,0.17,7.79,0,0,1
4530,1.0,1301.26,195.94,0.33,0.25,0.08,0.0,0,5.0,0.0,124.77,0.0,0.33,2.3,0,1,0
4531,1.0,0.0,1689.09,1.0,0.0,1.0,0.17,3,82.0,0.0,140.76,90.71,0.85,0.91,0,0,0
4532,1.0,3610.6,33.75,0.67,0.58,0.08,0.0,0,23.0,0.0,303.7,0.0,0.86,4.49,0,1,0
4533,0.36,0.0,0.0,0.0,0.0,0.0,0.33,4,0.0,0.0,0.0,12.95,0.16,9.79,1,0,0
4534,0.55,586.55,214.0,0.5,0.33,0.33,0.0,0,13.0,0.67,66.71,0.0,0.01,10.72,0,1,0
4535,1.0,1364.34,216.0,1.0,1.0,0.42,0.0,0,26.0,0.0,131.7,0.0,0.91,1.15,0,1,0
4536,1.0,0.0,443.71,0.92,0.0,0.92,0.0,0,11.0,0.0,36.98,0.0,0.3,1.63,0,0,0
4537,1.0,0.0,312.15,0.75,0.0,0.75,0.0,0,19.0,0.0,26.01,0.0,1.01,0.46,0,0,0
4538,0.55,0.0,320.0,0.5,0.0,0.42,0.0,0,6.0,0.25,26.67,0.0,0.01,8.54,0,0,0
4539,0.88,157.4,0.0,0.12,0.12,0.0,0.0,0,6.0,0.0,19.68,0.0,0.63,0.57,0,0,1
4540,1.0,0.0,3886.2405000000003,1.0,0.0,1.0,0.0,0,116.51000000000022,0.0,699.3,0.0,0.98,0.8,0,0,0
4541,1.0,462.75,0.0,1.0,1.0,0.0,0.0,0,12.0,0.0,38.56,0.0,0.09,1.09,0,0,1
4542,1.0,6689.898200000005,376.62,1.0,1.0,0.42,0.0,0,68.0,0.92,758.6519000000003,0.0,0.17,46.76,0,1,0
4543,0.36,909.0,0.0,0.08,0.08,0.0,0.0,0,1.0,0.0,75.75,0.0,0.08,6.14,0,0,1
4544,0.36,872.7,0.0,0.33,0.33,0.0,0.0,0,11.0,1.0,72.73,0.0,0.01,53.6,0,0,1
4545,0.33,27.98,0.0,0.11,0.11,0.0,0.0,0,1.0,0.0,3.11,0.0,0.0,0.37,0,0,1
4546,1.0,245.59,748.37,0.73,0.18,0.64,0.0,0,22.0,0.09,90.36,0.0,0.27,5.62,0,1,0
